Statement,Label,subject
Georgia has the highest flu activity in the country.,TRUE,"drugs,health-care,public-health,states"
Says one in four women and one in seven men have been victims of domestic violence in their lifetime.,TRUE,"crime,women"
"During Sherrod Browns past decade as a D.C. politician, more than one out of every four jobs that has left America, left from Ohio. ... Sherrod Brown will own these horrendous Ohio job numbers next year.",TRUE,"economy,job-accomplishments,jobs"
Says that Romney touted the Massachusetts health plan for the nation in his hardcover book but then deleted it for the paperback edition.,FALSE,health-care
The auditor [for the city of Providence] was not locked out of access to the citys finances.,FALSE,"city-budget,city-government,debt,deficit,economy,job-accomplishments,legal-issues,transparency"
Says he often appeared on The OReilly Factorand often was praised byBillOReilly.,TRUE,ethics
There are more guns than there are people in the United States.,TRUE,guns
"Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.",TRUE,"health-care,job-accomplishments"
The Obama Administration is suing a Wisconsin company for forcing employees to speak English.,FALSE,"labor,workers"
"McDonalds hamburgers are only 15 percent real beef. The other 85 percent is meat filler cleansed with ammonia, which causes stomach and intestinal cancer.",FALSE,food-safety
"The United States has 10,000 IRS agents making sure that you dont take an improper charity deduction, but to fight terrorism, it has less than two dozen people focusing on countering violent extremism at home.",FALSE,"homeland-security,taxes,terrorism"
"Throughout his time in elected office, Barack Obama has taken multiple positions on banning handguns and the D.C. handgun ban.",TRUE,guns
"The Obama White House is renaming Christmas trees ""holiday trees.""",FALSE,religion
A Paul Ryan-Scott Walker (or Scott Walker-Paul Ryan) ticket for the White House in 2016 would be unconstitutional because both men live in Wisconsin.,FALSE,elections
One out of every three students currently today is ready for college before they go there.,FALSE,education
Todays marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.,TRUE,"drugs,marijuana,recreation,science"
"In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined.",FALSE,"afghanistan,federal-budget,iraq"
"Texas women make an average of $8,355 less per year than men doing the very same job.",FALSE,"economy,jobs,women,workers"
"I'm prolife. I'm not going to apologize for becoming prolife. Ronald Reagan followed that same course, as did Henry Hyde and George Herbert Walker Bush. And I'm proud to be prolife.",TRUE,abortion
Not a single segment of the proposed Beltline intersects the MARTA system at MARTA stations.,FALSE,transportation
"Says the Patient Protection and Affordable Care Act adopted last year contains a series of slush funds, set up to stay on the books automatically, with little or no oversight.",FALSE,health-care
Wisconsin is below the national average in wage growth and job growth.,TRUE,"economy,income,job-accomplishments,jobs,workers"
"Roughly 500,000 Georgians -- or about 5 percent of the states residents -- have gone through a background check to legally obtain a Georgia weapons carry license.",TRUE,guns
"Under Scott Walker, right now, were 46th in the country in terms of new businesses started.",TRUE,"economy,job-accomplishments,jobs,small-business"
"Says Sen. Luther Olsen, his recall opponent, supported the sale of state-owned power plants not to the highest bidder, but to the biggest donors with no oversight.",FALSE,"energy,state-budget"
"We have 93 million people out of work. They look for jobs, they give up, and all of a sudden, statistically, theyre considered employed.",FALSE,"economy,jobs"
"Of the 25 wealthiest nations, were the only one that doesnt provide basic health coverage.",TRUE,health-care
"13 percent of Americans, the lowest ever, are without health care.",TRUE,"health-care,polls,public-health"
Says Romney supported a law that could have made most common forms of birth control illegal.,FALSE,"abortion,sexuality"
No other public or private business in America except for the U.S. Postal Service must fund 100 percent of employee retirement and retirement health costs in advance.,TRUE,"federal-budget,pensions"
The most significant driver of out-migration [from Rhode Island] is the estate tax.,FALSE,"economy,state-budget,states,taxes"
Congress is on vacation.,FALSE,"congress,congressional-rules"
Scott Walkers school-aid cuts were so devastating that students are without chairs and a government survey found 47 kids in a classroom.,FALSE,"education,state-budget"
Says Attorney General Eric Holder recently revealed this idea to have government have gun owners wear special bracelets that would identify you as a gun owner.,FALSE,"government-regulation,guns"
Ed Schultz said Alan Grayson is what its all about.,TRUE,"message-machine,pundits"
AIG said they were giving $57 million (in retention payments) to people who were being terminated.,TRUE,economy
"Says if the (Iran nuclear) deal gets rejected, they still get $150 billion.",TRUE,"foreign-policy,nuclear"
"New York State has been horribly, horribly hurt by NAFTA",FALSE,trade
"For every single illegal immigrant family in this country, it costs $20,000 it costs us $20,000; $20,000 in infrastructural costs. They pay about $10,000 in taxes.",FALSE,immigration
Im running the second-largest county district attorneys office at 1985 staffing levels.,TRUE,"county-government,crime,criminal-justice,government-efficiency,job-accomplishments"
The @nytimes states today that DJT believes more countries should acquire nuclear weapons. How dishonest are they. I never said this!,FALSE,nuclear
"The CNBC debate was supposed to be three hours, and he renegotiated it down to two hours.",FALSE,debates
"We bring in enough tax revenue to service our debt, pay for Medicare and Medicaid and Social Security, and then still have about $300 (billion) or $400 billion left over.",TRUE,"deficit,federal-budget,medicare,social-security,taxes,colbert-report"
"McDonalds workers in Denmark have a union. Earn $45,000/year.",TRUE,"income,jobs,workers"
"Since 2009, weve cut homelessness (among veterans) by a third.",TRUE,"housing,veterans"
The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.,FALSE,health-care
We have no idea what is contained in [electronic cigarette] vapor.,FALSE,"children,consumer-safety,government-regulation,legal-issues,public-health"
Says new estimates from the Congressional Budget Office conclude the final price-tag for the health care law will exceed $2 trillion more than double what was initially reported.,FALSE,health-care
SaysRuben Kihuen only managed in the minority to get one bill passed out of the eight to 10 he introduced during the 2015 legislative session.,TRUE,candidates-biography
This is the true picture of Milwaukees Renaissance after 12 years of Mayor Tom Barretts leadership.,FALSE,"city-government,housing,poverty,public-safety,urban"
Says President Barack Obama revealed in his State of the Union address that he now is against earmarks.,TRUE,federal-budget
Guns have murdered more Americans here at home in recent years than have died on the battlefields of Iraq and Afghanistan.,TRUE,guns
